"id","raw","encodedpred","label","dist","training_count","not_exact"
"1367","2 teaspoons lemon juice","2 teaspoons lemon juice","lemon juice","lemon juice","0.13012438","66","False"
"8369","3 tablespoons unsalted butter, at room temperature","3 tablespoons unsalted butter , at room temperature","unsalted butter","unsalted butter","0.091816396","93","False"
"8022","1/8 teaspoon cayenne pepper","1 / 8 teaspoon cayenne pepper","ground red pepper","ground red pepper","0.14970759","33","False"
"7532","4 tablespoons olive oil","4 tablespoons olive oil","olive oil","olive oil","0.066077046","223","False"
"3462","20 ounce Ground Pork","20 ounce Ground Pork","ground pork","ground pork","0.20598745","16","False"
"7839","1 1/2 tbsp light soy sauce (, or all purpose soy(Note 3))","1 1 / 2 tbsp light soy sauce ( , or all purpose soy ( Note 3 ) )","light soy sauce","light soy sauce","0.1586672","13","False"
"7034","fresh black pepper, to taste","fresh black pepper , to taste","ground black pepper","ground black pepper","0.22548743","200","False"
"1205","1/2 cup crumbled feta cheese","1 / 2 cup crumbled feta cheese","crumbled feta cheese","crumbled feta cheese","0.038697984","17","False"
"8065","1 tbsp olive oil","1 tbsp olive oil","olive oil","olive oil","0.09707101","223","False"
"3749","8 eggs","8 eggs","egg","egg","0.17533505","93","False"
"2901","kosher/sea salt (I use Diamond Crystal; Use half for table salt)","kosher / sea salt ( I use Diamond Crystal Use half for table salt )","kosher salt","kosher salt","0.10477006","113","False"
"4248","2 shallots, chopped","2 shallots , chopped","shallot","shallot","0.12876645","35","False"
"4388","5 cups Beef Bone Broth or Whole30-compliant beef broth","5 cups Beef UNK Broth or UNK - UNK beef broth","beef broth","beef broth","0.23260275","17","False"
"3632","½ teaspoon ground coriander","1 / 2 teaspoon ground coriander","ground coriander","ground coriander","0.040484216","14","False"
"5026","⅛ teaspooon salt","1 / 8 teaspooon salt","table salt","table salt","0.10725876","208","False"
"8248","3 cloves garlic (minced)","3 cloves garlic ( minced )","garlic","garlic","0.16802499","331","False"
"1984","1 Tspn Ginger (Minced)","1 UNK Ginger ( Minced )","fresh ginger","fresh ginger","0.1797615","124","False"
"6664","1 tsp Dijon mustard (or whole-grain Dijon)","1 tsp Dijon mustard ( or whole - grain Dijon )","dijon mustard","dijon mustard","0.14045672","29","False"
"5436","3 Tbsp rice vinegar","3 Tbsp rice vinegar","rice vinegar","rice vinegar","0.10659483","44","False"
"8410","4 cups chicken broth","4 cups chicken broth","chicken broth","chicken broth","0.09002903","56","False"
"3517","⅓ cup Dijon mustard","1 / 3 cup Dijon mustard","dijon mustard","dijon mustard","0.14224148","29","False"
"8588","15 oz part skim ricotta cheese, I like Polly-o","15 oz part skim ricotta cheese , I like Polly - o","part-skim ricotta","part-skim ricotta","0.20870729","5","False"
"8692","1/4 teaspoon cayenne pepper","1 / 4 teaspoon cayenne pepper","ground red pepper","ground red pepper","0.15148228","33","False"
"790","4 large eggs","4 large eggs","egg","egg","0.1476166","93","False"
"1960","2 15 oz cans black beans, rinsed and drained","2 15 oz cans black beans , rinsed and drained","black bean","black bean","0.14788994","26","False"
"1413","3 dried red peppers or 1 teaspoon red-pepper flakes","3 dried red peppers or 1 teaspoon red - pepper flakes","ancho dried chili","ancho dried chili","0.15997365","5","True"
"6607","14.5 oz diced tomatoes","14 . 5 oz diced tomatoes","diced tomato","diced tomato","0.09630114","26","False"
"6248","1 cup halved cherry tomatoes","1 cup halved cherry tomatoes","cherry tomato","cherry tomato","0.09752103","27","False"
"4820","2 teaspoons canola oil","2 teaspoons canola oil","canola oil","canola oil","0.08406319","31","False"
"1266","3 cups mixed vegetables (, fresh or frozen)","3 cups mixed vegetables ( , fresh or frozen )","frozen mixed vegetable","frozen mixed vegetable","0.22600484","5","False"
"2204","2 small plum tomatoes, cut into 12 slices","2 small plum tomatoes , cut into 12 slices","tomato","tomato","0.141393","57","False"
"1992","1 teaspoon salt","1 teaspoon salt","table salt","table salt","0.1011997","208","False"
"148","1 teaspoon Honey","1 teaspoon Honey","honey","honey","0.14003727","60","False"
"2229","8 slices of crusty, whole grain bread","8 slices of crusty , whole grain bread","sandwich bread","sandwich bread","0.21259123","31","True"
"7667","14 oz unsweetened coconut milk ((1 can))","14 oz unsweetened coconut milk ( ( 1 can ) )","coconut milk","coconut milk","0.11970722","21","False"
"3382","3 cups water","3 cups water","tap water","tap water","0.09370454","92","False"
"2584","1/2 cup Heavy cream","1 / 2 cup Heavy cream","heavy whipping cream","heavy whipping cream","0.16871306","20","False"
"2182","avocado for serving","avocado for serving","hass avocado","hass avocado","0.24027334","64","False"
"4271","1 teaspoon cornstarch","1 teaspoon cornstarch","cornstarch","cornstarch","0.07877224","46","False"
"7574","½ cup castelvetrano olives (pitted)","1 / 2 cup UNK olives ( pitted )","olives","olives","0.20399271","14","True"
"1880","2 teaspoons olive oil","2 teaspoons olive oil","olive oil","olive oil","0.10203931","223","False"
"6123","1 oz. Roasted Peanuts","1 oz . Roasted Peanuts","dry-roasted peanut","dry-roasted peanut","0.20353964","18","False"
"6133","1 teaspoon extra virgin olive","1 teaspoon extra virgin olive","extra-virgin olive oil","extra-virgin olive oil","0.19984132","50","False"
"679","3 cups chopped sweet potatoes, fresh or frozen","3 cups chopped sweet potatoes , fresh or frozen","sweet potato","sweet potato","0.17649463","22","False"
"2512","1 teaspoon cumin seeds","1 teaspoon cumin seeds","cumin seed","cumin seed","0.11623481","10","False"
"6666","1 1/2 tsp fresh rosemary (chopped)","1 1 / 2 tsp fresh rosemary ( chopped )","fresh rosemary","fresh rosemary","0.07201539","10","False"
"6920","One 28-ounce can enchilada or Mexican red sauce","One 28 - ounce can UNK or Mexican red sauce","red enchilada sauce","red enchilada sauce","0.22873987","4","False"
"7121","4 ciabatta bread (or telero bread)","4 ciabatta bread ( or UNK bread )","sandwich bread","sandwich bread","0.17031139","31","True"
"2187","1 tablespoon reduced sodium soy sauce, use gluten-free soy sauce for GF","1 tablespoon reduced sodium soy sauce , use gluten - free soy sauce for UNK","low-sodium soy sauce","low-sodium soy sauce","0.13153416","38","False"
"7461","3 cloves garlic, peeled and finely chopped","3 cloves garlic , peeled and finely chopped","garlic","garlic","0.13295351","331","False"
"174","1 large butternut, peeled (3 lbs)","1 large butternut , peeled ( 3 lbs )","butternut squash","butternut squash","0.21791226","7","False"
"2474","1 -2 shallots, diced","1 - 2 shallots , diced","shallot","shallot","0.16871911","35","False"
"8546","4 cloves garlic, minced or grated","4 cloves garlic , minced or grated","garlic","garlic","0.15294795","331","False"
"6800","½ teaspoon sesame oil","1 / 2 teaspoon sesame oil","sesame oil","sesame oil","0.033477366","68","False"
"4072","2 carrots","2 carrots","carrot","carrot","0.10060103","61","False"
"5217","2 tablespoons olive oil","2 tablespoons olive oil","olive oil","olive oil","0.06358764","223","False"
"4254","6 romaine leaves","6 romaine leaves","romaine lettuce","romaine lettuce","0.13561484","27","False"
"3415","4 sweet Italian sausages (about 1 pound), pricked with a fork","4 sweet Italian sausages ( about 1 pound ) , pricked with a fork","mild Italian sausage","mild Italian sausage","0.18384248","10","True"
"4669","3 garlic cloves (finely chopped)","3 garlic cloves ( finely chopped )","garlic","garlic","0.15562917","331","False"
"2774","1 teaspoon avocado oil","1 teaspoon avocado oil","avocado oil","avocado oil","0.08837823","9","False"
"3733","2 bay leaves","2 bay leaves","bay leaf","bay leaf","0.20047188","26","False"
"6787","2 eggs","2 eggs","egg","egg","0.16205877","93","False"
"528","1 hot pickled serrano pepper, chopped (or jalepeño) more to taste","1 hot pickled serrano pepper , chopped ( or jalepeño ) more to taste","fresh serrano pepper","fresh serrano pepper","0.1992417","10","False"
"4738","¼ cup chopped red cabbage","1 / 4 cup chopped red cabbage","red cabbage","red cabbage","0.0654909","17","False"
"979","1/2 tsp. dried dill weed","1 / 2 tsp . dried dill weed","dried dill weed","dried dill weed","0.03283956","4","False"
"8671","1 teaspoon dried thyme","1 teaspoon dried thyme","dried thyme leaf","dried thyme leaf","0.11795105","11","False"
"3894","1/4 tsp smoked paprika","1 / 4 tsp smoked paprika","smoked paprika","smoked paprika","0.09835518","20","False"
"3169","1/2 cup (150g) honey ((or maple syrup))","1 / 2 cup ( 150 g ) honey ( ( or maple syrup ) )","honey","honey","0.18151584","60","False"
"7316","1 cup purchased chunky salsa","1 cup purchased chunky salsa","salsa","salsa","0.20285839","10","False"
"6002","1/2 teaspoon garlic powder","1 / 2 teaspoon garlic powder","garlic powder","garlic powder","0.08182472","53","False"
"2595","3 cloves garlic (minced)","3 cloves garlic ( minced )","garlic","garlic","0.16802499","331","False"
"2749","2 cups broccoli florets","2 cups broccoli florets","broccoli floret","broccoli floret","0.08774476","7","False"
"1483","1/4 cup chopped red onion","1 / 4 cup chopped red onion","red onion","red onion","0.08389284","67","False"
"584","6 oz white mushrooms","6 oz white mushrooms","white mushroom","white mushroom","0.11498015","24","False"
"1215","1 pound broccoli ((450g, cut into small florets))","1 pound broccoli ( ( 450 g , cut into small florets ) )","broccoli","broccoli","0.0964748","13","False"
"8499","1/2 green bell pepper, cut into 2 inch pieces","1 / 2 green bell pepper , cut into 2 inch pieces","green bell pepper","green bell pepper","0.07072882","32","False"
"4025","1 tsp paprika","1 tsp paprika","ground paprika","ground paprika","0.18706803","25","False"
"2361","1/2 cup shredded cheese of choice (I used Asiago)","1 / 2 cup shredded cheese of choice ( I used Asiago )","shredded low-moisture part-skim mozzarella cheese","shredded low-moisture part-skim mozzarella cheese","0.24343556","15","True"
"497","8 ounces feta cheese, cubed","8 ounces feta cheese , cubed","crumbled feta cheese","crumbled feta cheese","0.14995222","17","False"
"6679","1.5 teaspoon coriander powder","1 . 5 teaspoon coriander powder","ground coriander","ground coriander","0.18989815","14","False"
"1028","1/2 cup chicken or vegetable broth","1 / 2 cup chicken or vegetable broth","chicken broth","chicken broth","0.18446925","56","False"
"243","4 cups chicken broth*","4 cups chicken broth","chicken broth","chicken broth","0.09002903","56","False"
"8928","Marzetti Simply Dressed Balsamic Salad Dressing ((Note 1))","UNK UNK UNK Balsamic Salad Dressing ( ( Note 1 ) )","balsamic vinaigrette","balsamic vinaigrette","0.23472592","3","True"
"5079","6 hamburger buns","6 hamburger buns","hamburger bun","hamburger bun","0.05279258","10","False"
"1585","1/3 cup shredded cheese, plus more for topping if desired","1 / 3 cup shredded cheese , plus more for topping if desired","shredded colby cheese","shredded colby cheese","0.18983808","1","False"
"7300","1/2 bunch flat-leaf spinach, thick stems removed, leaves chopped (about 4 cups)","1 / 2 bunch flat - leaf spinach , thick stems removed , leaves chopped ( about 4 cups )","fresh spinach","fresh spinach","0.21929488","50","False"
"1149","2 or 3 zucchini (about 1 pound total)","2 or 3 zucchini ( about 1 pound total )","zucchini","zucchini","0.12507537","26","False"
"7531","1 sheet puff pastry (half a 17.3-ounce package), thawed","1 sheet puff pastry ( half a 17 . 3 - ounce package ) , thawed","puff pastry","puff pastry","0.1336331","3","False"
"3589","1 tablespoon Worcestershire sauce","1 tablespoon Worcestershire sauce","worcestershire sauce","worcestershire sauce","0.08687073","24","False"
"8214","8 chicken drumsticks","8 chicken drumsticks","chicken drumstick with skin","chicken drumstick with skin","0.13575982","5","False"
"1063","2 Tbsp chopped cilantro","2 Tbsp chopped cilantro","cilantro","cilantro","0.12916145","117","False"
"8067","1 lb beef sirloin (cut into thin strips)","1 lb beef sirloin ( cut into thin strips )","top sirloin steak","top sirloin steak","0.18232185","6","True"
"471","1 cup carrot (finely chopped)","1 cup carrot ( finely chopped )","carrot","carrot","0.16553687","61","False"
"7981","1 garlic clove – minced or grated","1 garlic clove minced or grated","garlic","garlic","0.18725169","331","False"
"3303","2 handfuls fresh organic spinach (optional)","2 handfuls fresh organic spinach ( optional )","fresh spinach","fresh spinach","0.112995744","50","False"
"4618","1/2 cup diced onion","1 / 2 cup diced onion","yellow onion","yellow onion","0.15853009","164","False"
"7248","1 oz. Sour Cream","1 oz . Sour Cream","sour cream","sour cream","0.21135329","23","False"
"8802","Salt, as needed","Salt , as needed","table salt","table salt","0.18428314","208","False"
"7476","3/4 cup diagonally sliced celery (about 2 stalks)","3 / 4 cup diagonally sliced celery ( about 2 stalks )","celery","celery","0.16711842","44","False"
"3553","1 teaspoon ground black pepper","1 teaspoon ground black pepper","ground black pepper","ground black pepper","0.02472078","200","False"
"3332","2 cloves garlic, minced","2 cloves garlic , minced","garlic","garlic","0.13771644","331","False"
"1961","3 1/2 cups low sodium chicken broth","3 1 / 2 cups low sodium chicken broth","low-sodium chicken broth","low-sodium chicken broth","0.044744063","26","False"
"8114","2 (8.8-oz.) pkg. precooked jasmine rice","2 ( 8 . 8 - oz . ) UNK . precooked jasmine rice","cooked white rice","cooked white rice","0.13122872","17","False"
"5117","1 teaspoon Italian seasoning","1 teaspoon Italian seasoning","Italian seasoning","Italian seasoning","0.04589685","16","False"
"1973","cut limes, for serving","cut limes , for serving","lime","lime","0.18546465","24","False"
